,source_sentence,gold,pred,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,source_sent_list,new_pred_sentences,new_src_sentence
1127,"Juan Carlos Aguilera Martín -LRB- born May 22 , 1969 in Madrid -RRB- is a former Spanish footballer .","Carlos Aguilera Marín -LRB- born 22 May , 1969 -RRB- is a former Spanish football player .","Juan Carlos Aguilera Martn -LRB- born May 22 , 1969 in Madrid -RRB- is a former Spanish footballer .",1127,0.912794264,0.983640134,-0.750778437,0.807005582,0.999797463,-1.688597083,"['Juan', 'Carlos', 'Aguilera', 'Martín', '-LRB-', 'born', 'May', '22', ',', '1969', 'in', 'Madrid', '-RRB-', 'is', 'a', 'former', 'Spanish', 'footballer', '.']",Juan Carlos Aguilera Martn LRB born May 22 1969 in Madrid RRB is a former Spanish footballer,Juan Carlos Aguilera Mart n LRB born May 22 1969 in Madrid RRB is a former Spanish footballer
1131,His father anglicized the family name to Games when PERSON@1 was NUMBER@1 . Games left ORGANIZATION@1 at the age of NUMBER@2 and went to LOCATION@1 's ORGANIZATION@2 -LRB- today the ORGANIZATION@3 and Design -RRB- .,"He anglicized -LRB- make something sound more English -RRB- his name to Games at age NUMBER@1 and was basically an autodidactic designer , and went to LOCATION@1 's ORGANIZATION@2 -LRB- today named the ORGANIZATION@3 and Design -RRB- for only two terms .",Games left ORGANIZATION@1 at the age of NUMBER@2 and went to LOCATION@1 's ORGANIZATION@2 -LRB- today the ORGANIZATION@3 and Design -RRB- .,1131,0.534427754,0.999882817,-0.310053319,0.559592819,0.0,-3.013322115,"['His', 'father', 'anglicized', 'the', 'family', 'name', 'to', 'Games', 'when', 'PERSON@1', 'was', 'NUMBER@1', '.', 'Games', 'left', 'ORGANIZATION@1', 'at', 'the', 'age', 'of', 'NUMBER@2', 'and', 'went', 'to', 'LOCATION@1', ""'s"", 'ORGANIZATION@2', '-LRB-', 'today', 'the', 'ORGANIZATION@3', 'and', 'Design', '-RRB-', '.']",Games left ORGANIZATION@1 at the age of NUMBER@2 and went to LOCATION@1 s ORGANIZATION@2 LRB today the ORGANIZATION@3 and Design RRB,His father anglicized the family name to Games when PERSON@1 was NUMBER@1 Games left ORGANIZATION@1 at the age of NUMBER@2 and went to LOCATION@1 s ORGANIZATION@2 LRB today the ORGANIZATION@3 and Design RRB
1147,"Official discovery PERSON@1 was first created on November NUMBER@1 , NUMBER@2 at the ORGANIZATION@1 für Schwerionenforschung -LRB- ORGANIZATION@2 -RRB- in LOCATION@1 , a northern suburb of LOCATION@2 , LOCATION@3 by PERSON@2 and PERSON@3 , under the direction of professor PERSON@4 .","It was made at the ORGANIZATION@1 für Schwerionenforschung -LRB- ORGANIZATION@2 -RRB- in LOCATION@2 , LOCATION@3 .","PERSON@1 was first created on November NUMBER@1 , NUMBER@2 at the ORGANIZATION@1 fr Schwerionenforschung -LRB- ORGANIZATION@2 -RRB- in LOCATION@1 , a northern suburb of LOCATION@2 , LOCATION@3 by PERSON@2 and PERSON@3 , under the direction of professor PERSON@4 .",1147,0.860540301,0.0,-0.64145869,0.73601455,0.74184835,-0.944065392,"['Official', 'discovery', 'PERSON@1', 'was', 'first', 'created', 'on', 'November', 'NUMBER@1', ',', 'NUMBER@2', 'at', 'the', 'ORGANIZATION@1', 'für', 'Schwerionenforschung', '-LRB-', 'ORGANIZATION@2', '-RRB-', 'in', 'LOCATION@1', ',', 'a', 'northern', 'suburb', 'of', 'LOCATION@2', ',', 'LOCATION@3', 'by', 'PERSON@2', 'and', 'PERSON@3', ',', 'under', 'the', 'direction', 'of', 'professor', 'PERSON@4', '.']",PERSON@1 was first created on November NUMBER@1 NUMBER@2 at the ORGANIZATION@1 fr Schwerionenforschung LRB ORGANIZATION@2 RRB in LOCATION@1 a northern suburb of LOCATION@2 LOCATION@3 by PERSON@2 and PERSON@3 under the direction of professor PERSON@4,Official discovery PERSON@1 was first created on November NUMBER@1 NUMBER@2 at the ORGANIZATION@1 f r Schwerionenforschung LRB ORGANIZATION@2 RRB in LOCATION@1 a northern suburb of LOCATION@2 LOCATION@3 by PERSON@2 and PERSON@3 under the direction of professor PERSON@4
1161,"PERSON@1 , PERSON@2 , Jr. NUMBER@1 , September NUMBER@2 .",Formes et essence du socialisme -LRB-/O1898/O-RRB-,"PERSON@1 , PERSON@2 , September NUMBER@2 .",1161,0.697004042,0.955238819,-0.997539878,0.727855122,0.001611147,-7.315597057,"['PERSON@1', ',', 'PERSON@2', ',', 'Jr.', 'NUMBER@1', ',', 'September', 'NUMBER@2', '.']",PERSON@1 PERSON@2 September NUMBER@2,PERSON@1 PERSON@2 Jr NUMBER@1 September NUMBER@2
1169,"The mathematical expression that relates radioactive decay to geologic time , is",The mathematical expression that relates radioactive decay to geologic time is :,"The mathematical expression that relates radioactive decay to geologic time , is is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive decay to geologic time , is The mathematical expression that relates radioactive",1169,0.970332861,0.0,-0.452241868,0.995311975,0.864109159,-1.648581862,"['The', 'mathematical', 'expression', 'that', 'relates', 'radioactive', 'decay', 'to', 'geologic', 'time', ',', 'is']",The mathematical expression that relates radioactive decay to geologic time is is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive decay to geologic time is The mathematical expression that relates radioactive,The mathematical expression that relates radioactive decay to geologic time is
1174,Ukiyo-e prints were made using the following procedure :,They were made using woodblock prints .,Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made using the following procedure : Ukiyo-e prints were made,1174,1.000000119,0.0,-0.384517968,0.817871928,0.347719491,-4.058055878,"['Ukiyo-e', 'prints', 'were', 'made', 'using', 'the', 'following', 'procedure', ':']",Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made using the following procedure Ukiyo e prints were made,Ukiyo e prints were made using the following procedure
1182,"December 12 -- John Pell , English mathematician -LRB- b. 1610 -RRB-","December 12 - John Pell , English mathematician -LRB- born 1610 -RRB-","December 12 -- John Pell , English mathematician -LRB- b.",1182,0.815202582,0.780680716,-0.928922772,0.983561873,0.999757528,-1.936805367,"['December', '12', '--', 'John', 'Pell', ',', 'English', 'mathematician', '-LRB-', 'b.', '1610', '-RRB-']",December 12 John Pell English mathematician LRB b,December 12 John Pell English mathematician LRB b 1610 RRB
1183,"Austro-Bavarian is also used to refer to the dialect group which includes the Austro-Bavarian dialect discussed here , as well as the Cimbrian , Hutterite German , and Mócheno dialects of German .","Austro-Bavarian is also used to refer to the dialect group which includes the Austro-Bavarian dialect discussed here , as well as the Cimbrian , Hutterite German , and Mócheno dialects of Germany .","Austro-Bavarian is also used to refer to the dialect group which includes the Austro-Bavarian dialect discussed here , as well as the Cimbrian , Hutterite German , and Mcheno dialects of German .",1183,0.950992492,0.992241502,-0.720436752,0.899365164,0.999938965,-0.663224638,"['Austro-Bavarian', 'is', 'also', 'used', 'to', 'refer', 'to', 'the', 'dialect', 'group', 'which', 'includes', 'the', 'Austro-Bavarian', 'dialect', 'discussed', 'here', ',', 'as', 'well', 'as', 'the', 'Cimbrian', ',', 'Hutterite', 'German', ',', 'and', 'Mócheno', 'dialects', 'of', 'German', '.']",Austro Bavarian is also used to refer to the dialect group which includes the Austro Bavarian dialect discussed here as well as the Cimbrian Hutterite German and Mcheno dialects of German,Austro Bavarian is also used to refer to the dialect group which includes the Austro Bavarian dialect discussed here as well as the Cimbrian Hutterite German and M cheno dialects of German
1189,"PERSON@1 -LRB- January NUMBER@1 , NUMBER@2 â '' August NUMBER@3 , NUMBER@4 -RRB- was an influential German constructor of keyboard instruments .","PERSON@1 -LRB- born PERSON@2 , NUMBER@1 January NUMBER@2 ; died LOCATION@1 , NUMBER@3 August NUMBER@4 -RRB- was a very important German builder of keyboard instruments .","PERSON@1 -LRB- January NUMBER@1 , NUMBER@2 , NUMBER@3 , NUMBER@4 -RRB- was an influential German constructor of keyboard instruments .",1189,0.866029234,0.918950379,-0.440232933,0.745593071,0.999852777,-3.026510954,"['PERSON@1', '-LRB-', 'January', 'NUMBER@1', ',', 'NUMBER@2', 'â', ""''"", 'August', 'NUMBER@3', ',', 'NUMBER@4', '-RRB-', 'was', 'an', 'influential', 'German', 'constructor', 'of', 'keyboard', 'instruments', '.']",PERSON@1 LRB January NUMBER@1 NUMBER@2 NUMBER@3 NUMBER@4 RRB was an influential German constructor of keyboard instruments,PERSON@1 LRB January NUMBER@1 NUMBER@2 August NUMBER@3 NUMBER@4 RRB was an influential German constructor of keyboard instruments
1194,Matías Ariel Fernández -LRB- born 15 May 1986 -RRB- is a Chilean footballer who plays for Sporting Clube de Portugal in Portugal 's first division .,Total 35 7,Matas Ariel Fernndez -LRB- born 15 May 1986 -RRB- is a Chilean footballer who plays for Sporting Clube de Portugal in Portugal 's first division .,1194,0.862688113,0.998726368,-0.932767987,0.351360887,0.001650693,-8.141956329,"['Matías', 'Ariel', 'Fernández', '-LRB-', 'born', '15', 'May', '1986', '-RRB-', 'is', 'a', 'Chilean', 'footballer', 'who', 'plays', 'for', 'Sporting', 'Clube', 'de', 'Portugal', 'in', 'Portugal', ""'s"", 'first', 'division', '.']",Matas Ariel Fernndez LRB born 15 May 1986 RRB is a Chilean footballer who plays for Sporting Clube de Portugal in Portugal s first division,Mat as Ariel Fern ndez LRB born 15 May 1986 RRB is a Chilean footballer who plays for Sporting Clube de Portugal in Portugal s first division
