,source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,new_pred_sentences,new_src_sentence
555,"The county and the city got their names from one of LOCATION@1 's greatest pioneer promoters , ORGANIZATION@1 . PERSON@1 set out for the LOCATION@2 in June of NUMBER@1 .","The county and the city got their names from one of LOCATION@1's greatest pioneer promoters, ORGANIZATION@1.",The city of PERSON@1 was named after a pioneer promoter called ORGANIZATION@1 .,555,0.579639398,0.999112308,-0.746176541,0.564798866,0.999830008,-2.261310101,The county and the city got their names from one of LOCATION@1 s greatest pioneer promoters ORGANIZATION@1,The county and the city got their names from one of LOCATION@1 s greatest pioneer promoters ORGANIZATION@1 PERSON@1 set out for the LOCATION@2 in June of NUMBER@1
556,Crottet is a commune in the Ain department in eastern France .,It is found in the region Rhône - Alpes in the Ain department in the east of France.,It is found in the region Rhône - Alpes in the Ain department in the east of France .,556,0.837584019,0.991907835,-2.510985374,0.846704781,0.991907835,-2.839907646,It is found in the region Rh ne Alpes in the Ain department in the east of France,Crottet is a commune in the Ain department in eastern France
559,"The tiger quoll -LRB- Dasyurus maculatus -RRB- , also known as the spotted-tail quoll , the spotted quoll , the spotted-tailed dasyure or -LRB- erroneously -RRB- the tiger cat , is a carnivorous marsupial native to LOCATION@1 .",The tiger quoll -LRB- Dasyurus maculatus -RRB- is a carnivorous marsupial native to LOCATION@1.,The Tiger Quoll -LRB- Dasyurus maculatus -RRB- is a carnivorous marsupial of the order of LOCATION@2 . It is also known as the Spotted-tail Quoll or the Spotted Quoll .,559,0.361177169,0.999344826,-0.502722442,0.379657457,0.99975574,-1.591012239,The tiger quoll LRB Dasyurus maculatus RRB is a carnivorous marsupial native to LOCATION@1,The tiger quoll LRB Dasyurus maculatus RRB also known as the spotted tail quoll the spotted quoll the spotted tailed dasyure or LRB erroneously RRB the tiger cat is a carnivorous marsupial native to LOCATION@1
567,"Santiago -LRB- -RRB- , is the capital and largest city of Chile , and the center of its largest conurbation -LRB- Greater Santiago -RRB- .","Santiago is the capital and largest city of Chile, and the center of its largest conurbation.","Santiago , Chile -LRB- Santiago of Chile or Santiago de Chile -RRB- is the capital of Chile and the largest city in the country .",567,0.592523536,0.993267357,-0.447752863,0.602818924,0.999891818,-1.902807832,Santiago is the capital and largest city of Chile and the center of its largest conurbation,Santiago LRB RRB is the capital and largest city of Chile and the center of its largest conurbation LRB Greater Santiago RRB
569,"Now is a free weekly publication in Toronto , Canada .","Now is a weekly magazine in Toronto, Canada.","NOW is a free weekly newspaper/magazine published in Toronto , Canada .",569,0.75011196,0.718141675,-2.327168941,0.797862883,0.946217835,-2.347829342,Now is a weekly magazine in Toronto Canada,Now is a free weekly publication in Toronto Canada
570,"It is a branch of continuum mechanics , a subject which models matter without using the information that it is made out of atoms , that is , it models matter from a macroscopic viewpoint rather than from a microscopic viewpoint .","It is a branch of continuum mechanics, a subject which models matter without using the information that it is made out of atoms.","It is a branch of continuum mechanics , a subject which models matter without using the information that it is made out of atoms .",570,0.496042643,0.998726308,-0.662191093,0.504951644,0.998726308,-0.931541145,It is a branch of continuum mechanics a subject which models matter without using the information that it is made out of atoms,It is a branch of continuum mechanics a subject which models matter without using the information that it is made out of atoms that is it models matter from a macroscopic viewpoint rather than from a microscopic viewpoint
571,Ryuta Hara is a retired Japanese footballer .,Ryuta Hara is a former Japanese football player.,Ryuta Hara -LRB- born 19 April 1981 -RRB- is a former Japanese football player .,571,0.955071688,0.712527394,-1.980086088,0.976659417,0.658951163,-4.655723095,Ryuta Hara is a former Japanese football player,Ryuta Hara is a retired Japanese footballer
573,"Finally , Naismith further reduced body contact by making the goal unguardable , namely placing it high above the player 's heads .","Finally, Naismith further reduced body contact by making the goal unguardable, namely by placing it high above the player's heads.","Finally , Naismith further reduced body contact by making the goal unguardable , by putting it high above the player 's heads .",573,0.944266688,0.999348283,-1.060149312,0.974803344,0.79443264,-1.478267074,Finally Naismith further reduced body contact by making the goal unguardable namely by placing it high above the player s heads,Finally Naismith further reduced body contact by making the goal unguardable namely placing it high above the player s heads
574,"Chun was sentenced to death in 1996 for the Gwangju massacre , but later pardoned by President Kim Young-sam with the advice of then President-elect Kim Dae-jung , whom Chun himself had sentenced to death some 20 years earlier .","Chun was sentenced to death in 1996 for the Gwangju massacre, but later pardoned by President Kim Young-sam with advice of then President-elect Kim Dae-jung, whom Chun himself had sentenced to death.",Chun was sentenced to death .,574,0.838868803,0.999747634,-0.554232776,0.678811729,0.026336512,-2.757437944,Chun was sentenced to death in 1996 for the Gwangju massacre but later pardoned by President Kim Young sam with advice of then President elect Kim Dae jung whom Chun himself had sentenced to death,Chun was sentenced to death in 1996 for the Gwangju massacre but later pardoned by President Kim Young sam with the advice of then President elect Kim Dae jung whom Chun himself had sentenced to death some 20 years earlier
575,Support to the extensive tourism area along the shores of nearby Lake Huron also supports several businesses .,Support to the large tourism area along the shores of nearby Lake Huron also supports several businesses.,The large tourism area along the shores of nearby Lake Huron also helps local businesses .,575,0.932353881,0.918691576,-1.401965737,0.911172143,0.937548816,-1.822202802,Support to the large tourism area along the shores of nearby Lake Huron also supports several businesses,Support to the extensive tourism area along the shores of nearby Lake Huron also supports several businesses
576,"Believed to be one of the earliest schools , it is said to have been founded less than NUMBER@1 years after the death of the prophet PERSON@1 .",It is said to have been founded less than NUMBER@1 years after the death of the prophet PERSON@1.,"It is probably one of the earliest schools , founded less than NUMBER@1 years after the death of the prophet PERSON@1 .",576,0.617137705,0.999139369,-0.307412595,0.636755573,0.938538611,-1.022008061,It is said to have been founded less than NUMBER@1 years after the death of the prophet PERSON@1,Believed to be one of the earliest schools it is said to have been founded less than NUMBER@1 years after the death of the prophet PERSON@1
577,Can not roll back edit to : $ NUMBER@1 by $ NUMBER@2 -LRB- talk Â block Â contribs -RRB- because someone else has edited the page .,Can not roll back edit to : $ NUMBER@1 by $ NUMBER@2 because someone else has edited the page.,Can not rollback last change to : $ NUMBER@1 by $ NUMBER@2 -LRB- talk Â contribs -RRB- ; someone else has changed or rolled back the page already .,577,0.63354045,0.998526454,-0.962144256,0.677760817,0.999800324,-2.40167141,Can not roll back edit to NUMBER@1 by NUMBER@2 because someone else has edited the page,Can not roll back edit to NUMBER@1 by NUMBER@2 LRB talk block contribs RRB because someone else has edited the page
578,"Bill Kobrin , then Fox 's east coast correspondent , told the Palm Springs Desert Sun in 1956 that it was Billy Wilder 's idea to turn the shoot into a media circus , and that the couple had a '' yelling battle '' in the theater lobby .","Bill Kobrin told the Palm Springs Desert Sun in 1956 that it was Billy Wilder's idea to turn the shoot into a media circus, and that the couple had a '' yelling battle '' in the theater lobby.","Bill Kobrin , then Fox 's east coast correspondent , told the Palm Springs Desert Sun in 1956 that it was Billy Wilder 's idea to turn the shoot into a media circus . The couple had a '' yelling battle '' in the theater lobby about the scene .",578,0.757886337,0.999930203,-0.773043334,0.806905213,0.999693871,-1.082720637,Bill Kobrin told the Palm Springs Desert Sun in 1956 that it was Billy Wilder s idea to turn the shoot into a media circus and that the couple had a yelling battle in the theater lobby,Bill Kobrin then Fox s east coast correspondent told the Palm Springs Desert Sun in 1956 that it was Billy Wilder s idea to turn the shoot into a media circus and that the couple had a yelling battle in the theater lobby
579,BÃ darrides is a commune in the LOCATION@1 department in the Provence-Alpes-C Ã te d'Azur region in southeastern LOCATION@2 .,B darrides is a commune. It is found in the region Provence-Alpes-C  te d'Azur in the LOCATION@1 department in the south of LOCATION@2.,BÃ darrides is a commune of NUMBER@1 people -LRB- NUMBER@2 -RRB- . It is located in the region Provence-Alpes-C Ã te d'Azur in the LOCATION@1 department in the south of LOCATION@2 .,579,0.905709982,0.999683917,-2.311507463,0.964324236,0.917627931,-2.943726778,B darrides is a commune It is found in the region Provence Alpes C te d Azur in the LOCATION@1 department in the south of LOCATION@2,B darrides is a commune in the LOCATION@1 department in the Provence Alpes C te d Azur region in southeastern LOCATION@2
580,"PERSON@1 -LRB- NUMBER@1 July NUMBER@2 â '' NUMBER@3 December NUMBER@4 -RRB- was an English author , illustrator , mycologist and conservationist best known for children 's books featuring anthropomorphic characters such as in The Tale of Peter Rabbit which celebrated the British landscape and rural lifestyle .","PERSON@1 -LRB- July NUMBER@1, NUMBER@2 â '' December NUMBER@3, NUMBER@4 -RRB- was an English author and illustrator.","PERSON@1 -LRB- NUMBER@1 July NUMBER@2 â '' NUMBER@3 December NUMBER@4 -RRB- was an English writer , illustrator , mycologist and conservationist . She is famous for writing children 's books with animal characters such as The Tale of PERSON@2 .",580,0.314916568,0.99901253,-1.95508337,0.347688207,0.0,-1.746566296,PERSON@1 LRB July NUMBER@1 NUMBER@2 December NUMBER@3 NUMBER@4 RRB was an English author and illustrator,PERSON@1 LRB NUMBER@1 July NUMBER@2 NUMBER@3 December NUMBER@4 RRB was an English author illustrator mycologist and conservationist best known for children s books featuring anthropomorphic characters such as in The Tale of Peter Rabbit which celebrated the British landscape and rural lifestyle
581,"As late as March NUMBER@1 , the ORGANIZATION@1 thought it might have had a breakthrough when children unearthed a parachute within the bounds of PERSON@1 's probable jump site near the town of LOCATION@1 , LOCATION@2 .","As late as March NUMBER@1, the ORGANIZATION@1 thought it might have had a breakthrough when children found a parachute near the town of LOCATION@1, LOCATION@2.",This is now a password-protected site -- -RRB-,581,0.672586087,0.963363767,-0.696187854,0.573845085,6.34e-05,-5.357702255,As late as March NUMBER@1 the ORGANIZATION@1 thought it might have had a breakthrough when children found a parachute near the town of LOCATION@1 LOCATION@2,As late as March NUMBER@1 the ORGANIZATION@1 thought it might have had a breakthrough when children unearthed a parachute within the bounds of PERSON@1 s probable jump site near the town of LOCATION@1 LOCATION@2
