,source_sentence,pred,gold,bart_score_pred
594,Year NUMBER LRB MCCCXCIII RRB was a common year starting on Wednesday LRB link will display full calendar RRB of the Julian calendar.,the deathliest casualties of any major battlefields,Deaths,-8.278375625610352
595,The seeds are mostly small and winged and are anemophilous LRB wind dispersed RRB but some are larger and have only a vestigial wing and are bird dispersed LRB see below RRB.,the seeds are mostly seeds that are seeded in seeds and are stored in seeds.,The seeds are mostly small and winged and are wind dispersed. Some are bird dispersed.,-3.491701126098633
596,In the Canadian Grand Prix moved to its current home on le Notre Dame in Montreal.,it was released on september number number.,Official,-5.94816780090332
597,La Jaudonni re is a commune in the Vend e department in the Pays de la Loire region in western France.,it is found in the region pays de la loire in the vend e department in the west of france.,It is found in the region Pays de la Loire in the Vend e department in the west of France.,-3.516152858734131
598,To lie is to state something that one knows to be false or that one has not reasonably ascertained to be true with the intention that it be taken for the truth by oneself or someone else.,some people say that it is true that a person is a lie that is not true.,A lie is something that someone says that is not true.,-2.937159538269043
599,Sana a is one of the oldest continuously inhabited cities in the world.,it is located on the eastern bank of the city of san francisco.,Sana a is located at. N. E.,-3.513051986694336
600,He was born in LOCATION and graduated as cand.,person was born in location in location.,PERSON was born in LOCATION and graduated there as a cand.,-4.415337085723877
601,As such the term gained popularity within neoliberal or free market economics as a description of processes such as downsizing in order to increase the efficiency and dynamism of a company.,the term is often used to describe those who who work for the economics of economics and economics.,The term gained popularity within neoliberal or free market economics where it is used to described processes such as downsizing.,-3.7947630882263184
602,Originally named LOCATION the band primarily consisted of PERSON LRB vocals and occasional guitar RRB PERSON LRB guitar and keyboards RRB PERSON LRB bass guitar and backing vocals RRB and PERSON LRB drums and percussion RRB.,person lrb vocals rrb lrb guitar rrb drums rrb,It was made up of PERSON LRB vocals RRB PERSON LRB bass guitar RRB PERSON LRB drums RRB and PERSON LRB AKA PERSON guitar RRB.,-3.7384800910949707
603,On August he formally took over power from the US military and de jure sovereignty of Korean people from the Provisional Government.,the president of the united states said that he was the only president who had the power to control the military and military.,On August he formally took over from the US military and became the legal power over the Korean people.,-3.063638925552368
604,Fr d ric Chopin wrote Preludes Op.,he wrote a lot of music pieces and music pieces.,Fr d ric Chopin wrote a collection of short piano pieces which he called Preludes.,-4.806251049041748
605,Master of Puppets is the third album by American heavy metal band Metallica.,the mastermind is a metal band from location. it is the third studio album from the band.,Master of Puppets is Metallica s third album.,-3.6388349533081055
606,PERSON conceived of Satyagraha loosely translated as Soul Force as a means of striving for truth and social justice through love suffering and conversion of the oppressor.,person also known as person or person lrb latin for person rrb is the name for person s love and love.,PERSON also translated it as love force or soul force.,-5.687072277069092
607,According to ORGANIZATION s ORGANIZATION over half a million ethnic Swedes still speak the language though according to the NUMBER census only NUMBER speak it at home.,the organization is a language spoken by the majority of the people of location.,According to ORGANIZATION s ORGANIZATION over half a million ethnic Swedes still speak the language.,-4.121199607849121
608,Rheinstetten is a LRB German RRB town in the district of Karlsruhe in Baden W rttemberg.,the district is a city in the district of baden w rttemberg in the south of germany.,Rheinstetten is a city in the south west of Germany in the state of Baden W rttemberg.,-2.8643343448638916
609,The popular tourist destination of LOCATION lies NUMBER km offshore.,location is also a popular tourist destination in location.,LOCATION a popular tourist destination is away.,-3.162444829940796
610,Maissemy is a commune in the Aisne department in Picardy in northern France.,it is found in the region basse normandie in the aine department in the north of france.,Maissemy is a commune.,-4.277422904968262
611,The entire memorial covers NUMBER a and is NUMBER f above sea level.,location is a part of the location area of location in the location.,The LOCATION is a part of the LOCATION which covers NUMBER a and is NUMBER f above sea level LRB altitude RRB.,-4.314867973327637
