,source_sentence,pred,gold,bart_score_pred
1291,The borough corporation was reformed by the Municipal Corporations Act and formed a municipal borough of the West Riding of Yorkshire until.,the borough was created in by the borough of yorkshire which became part of the county of yorkshire.,Ripon was one of the boroughs reformed by the Municipal Corporations Act. It stayed a borough in the West Riding of Yorkshire until.,-3.2207698822021484
1292,Inflammation is stimulated by chemical factors released by injured cells and serves to establish a physical barrier against the spread of infection and to promote healing of any damaged tissue following the clearance of pathogens.,because of the disease causes causes disease caused by bacterial infection and causes of disease that is caused by infection of bacteria caused by disease.,Inflammation is stimulated by chemical factors released by injured cells. It serves to establish a physical barrier against the spread of infection and to promote healing of any damaged tissue after the clearance of pathogens.,-4.297998428344727
1293,LOCATION LRB or OED Online gives the pronunciation of LOCATION as Brit.,location lrb english for location rrb is the equivalent of english spelling of location.,History,-4.189975738525391
1294,Inspiration LRB INSP RRB a worldwide family religious cable television network based in the Charlotte NC suburb of Indian Land SC,it is based in the city of san francisco lrb born rrb a city of the united states rrb.,Inspiration LRB Yngwie J. Malmsteen album RRB released in ,-4.991273880004883
1295,Ebisu was originally named Hiruko meaning leech child.,it was named after the japanese girl lrb e. o rrb. it was created in.,Ebisu was first named Hiruko meaning leech child.,-5.409547805786133
1296,Libin is a municipality of Belgium.,li is a municipality located in the belgian province of luxembourg.,Werkelijke,-3.9489715099334717
1297,was printed in several magazines and player s guides due to its perceived positive effect. Certain players attempted to sell tips on capturing MissingNo.,in spite of the popularity of the game game game s popularity critics suggested that players could have to use it as a companion.,was printed in a lot of magazines and player s guides due to its effect while some Pokemon players tried to sell real and fake tips for capturing MissingNo.,-4.589576721191406
1298,PERSON Jr. LRB born June NUMBER NUMBER RRB is an attorney and public official who was the third person to occupy the post of LOCATION Secretary of Veterans Affairs.,person lrb born june number number rrb is a former american politician who served as the secretary of state for the organization from number to number.,PERSON Jr. LRB born June NUMBER NUMBER RRB is an attorney and public official who was the third LOCATION Secretary of Veterans Affairs.,-4.164702892303467
1299,PERSON was born on a family estate in LOCATION LOCATION on August th NUMBER and spent her childhood at LOCATION.,person was born on october number number in location location location.,She spent her childhood at the Ecsed Castle.,-4.766951084136963
1300,Ai Kawashima born February in Sawara ku Fukuoka is a Japanese singer songwriter and pianist.,she is also a singer and singer. she is well known as a japanese singer.,Ai Kawashima LRB born February in Fukuoka City Fukuoka Prefecture Japan RRB is a Japan singer songwriter.,-3.230679750442505
1301,In general the chants were learned by the viva voce method that is by following the given example orally which took many years of experience in the Schola Cantorum.,in the history of the medieval tradition there was a tradition of the study of the word esotericism in the tradition of tradition which is taught in schools in the location.,PERSON Western Plainchant pp.,-3.9026167392730713
1302,The radio show was later canceled and replaced with Wretched Radio hosted by Friel.,the show was canceled by radio wrm. it was cancelled by the radio station wrb.,The radio show was later canceled and Wretched Radio began hosted by Friel.,-4.342616558074951
1303,The total area is. km making it a population density of inhabitants per km.,it is about km lrb km rrb and has an area of. km.,In its population was.,-4.789177894592285
1304,Now available in satellite Measat platform along with other MBC Radio stations.,it is broadcast on satellite satellite satellite in location.,RHTV is now available in satellite Measat platform along with other MBC Radio stations.,-4.308203220367432
1305,PERSON took part in all of Powderfinger s recordings at the same time writing and releasing an EP and studio album with Drag.,in addition to his albums in the band and the band released a full length album called the sound of love and in number.,PERSON played on all of Powderfinger s recordings. While playing and recording with them he was also writing and recording with Drag.,-4.673113822937012
1306,It is the ninth animated feature in the Walt Disney Animated Classics series and the fourth package film by Disney.,it is the first animated animated feature film directed by walt disney animated pictures. it was first animated by disney pictures pictures.,Cliff Edwards Jiminy Cricket,-4.209402084350586
1307,He would publicly maintain that he had lost all interest in the project.,he said that he had not wanted to leave the company until the end of his life.,He would publicly say that he had lost all interest in the project.,-2.722616672515869
1308,Paulo Roberto Jamelli J nior known as Jamelli LRB born July in S o Paulo RRB is a former Brazilian footballer who played mainly as a forward.,he was born in los angeles lrb born march rrb is a former brazilian football player.,He has played for Brazil national team.,-5.0247578620910645
