,source_sentence,pred,bart_score
948,"PERSON@1 do Sul literally means '' Southern Thick Forest '' , a name inherited from its northern neighbour state of PERSON@1 , of which it was part until split in the NUMBER@1 .","""PERSON@1 do Sul literally means '' Southern Thick Forest ''.",-1.588904023
949,"Van Hool NV is a Belgian coachbuilder and manufacturer of buses , coaches , trolleybuses , and trailers .","'Van Hool NV is a Belgian coachbuilder and manufacturer of buses, coaches, trolleybuses, and trailers.",-0.774789691
950,Karl Wilhelm Ohnesorge -LRB- 8 June 1872 - 1 February 1962 -RRB- was a German politician in the Third Reich who sat in Hitler 's cabinet .,"""Karl Wilhelm Ohnesorge -LRB- 8 June 1872 â '' 1 February 1962 -RRB- was a German politician in the Third Reich.",-1.320467472
951,These dates conventionally delimit the period of each year when most tropical cyclones form in the northeastern LOCATION@1 .,'Tropical cyclones form in the northeastern part of LOCATION@1.,-2.006927967
952,"Rivalries : rivalry games have special value , play-off games have more crowd and television intensity and different presentation elements .",'Play-off games have more crowd and television intensity.,-1.563246131
953,"LOCATION@1 closed the borders between LOCATION@2 and LOCATION@3 and sealed off the border with LOCATION@4 in NUMBER@1 ; but because of the quadripartite Allied status of the city , the NUMBER@2 k-long sectorial border between LOCATION@2 and LOCATION@4 remained open . As there was freedom of movement between LOCATION@4 and LOCATION@3 , Easterners could use the city as a transit point to LOCATION@3 , usually traveling there by air .",'LOCATION@1 closed the borders between LOCATION@2 and LOCATION@3 in NUMBER@1.,-1.11079824
954,III -LRB- Wild Asses ; quick animals -RRB-,'III -LRB- Wild Asses ; quick animals,-2.082505465
955,Confort is a commune in the Ain department in eastern France .,'Confort is a commune.,-2.937447071
956,PERSON@1 was inaugurated as president on NUMBER@1 October NUMBER@2 .,"'PERSON@1 was inaugurated as president on October NUMBER@1, NUMBER@2.",-1.513281822
957,In NUMBER@1 the PERSON@1 lands were divided by his sons into the duchies of Saxe-Weimar and Saxe-Gotha .,'In NUMBER@1 the PERSON@1 lands were divided by his sons into the duchies of Saxe-Weimar and Saxe-Gotha.,-0.459264189
958,"A duchy is a territory , fief , or domain ruled by a duke or duchess .","'A duchy is a territory, fief, or domain ruled by a duke or duchess.",-0.739630163
959,"He was first granted land in Van Diemen 's Land in 1824 , which he exchanged for land near Lake George in 1825 .","""He was first granted land in Van Diemen's Land in 1824, which he traded for land near Lake George in 1825.",-1.006964445
960,Erasmus Darwin -LRB- 12 December 1731 â '' 18 April 1802 -RRB- was an English physician who turned down George III 's invitation to be a physician to the King .,"""Erasmus Darwin -LRB- 12 December 1731 â '' 18 April 1802 -RRB- was an English physician who turned down George III's invitation to be a physician to the King.",-0.535913527
961,"Criticism and health implications Though past research showed no correlation between Attention-deficit hyperactivity disorder -LRB- ADHD -RRB- and food dyes , PERSON@1 TE , PERSON@2 , PERSON@3 .","'Criticism and health implications Though past research showed no correlation between Attention-deficit hyperactivity disorder -LRB- ADHD -RRB- and food dyes, PERSON@1 TE, PERSON@2, PERSON@3.",-0.864813983
962,"The seismicity or seismic activity of an area refers to the frequency , type and size of earthquakes experienced over a period of time .","'The seismicity or seismic activity of an area refers to the frequency, type and size of earthquakes experienced over a period of time.",-0.853115559
963,"Some ten years later she established a theater company there , initially performing ` cut-down ' versions of Shakespeare 's plays .","""Some ten years later she started a theater company there, initially performing  cut-down'versions of Shakespeare's plays.",-2.504745483
964,Undated The Colossus computer is invented by the British to break German encryption -LRB- see History of computing hardware -RRB- .,'The Colossus computer is invented by the British to break German encryption -LRB- see History of computing hardware -RRB-.,-0.93476522
965,"I 'm going to fucking kill Google , '' then resumed trying to persuade Lucovsky to stay at Microsoft .","""I'm going to fucking kill Google, '' continued trying to persuade Lucovsky to stay at Microsoft.",-1.648536205
966,"In its answer to this last question , the ORGANIZATION@1 formalizes the notion of judicial review . In short , the constitutional issue on which PERSON@1 v. PERSON@2 was decided was whether ORGANIZATION@2 could expand the original jurisdiction of the ORGANIZATION@1 .","'In its answer to this last question, the ORGANIZATION@1 formalizes the notion of judicial review, in short, the constitutional issue on which PERSON@1 v. PERSON@2 was decided was whether ORGANIZATION@2 could expand the original jurisdiction of the ORGANIZATION@1.",-0.746147573
967,"With the tacit consent of the occupation authorities , PERSON@1 conducted a campaign to '' remove Communism '' that was actually a veiled drive to remove all potential opposition .","""With the tacit consent of the occupation authorities, PERSON@1 conducted a campaign to '' remove Communism '' that was actually a veiled drive to remove all potential opposition.",-0.68041563
968,"The program text , or source , is converted into machine instructions using a special program called a compiler , which translates the FORTRAN program into machine language .","'The program text, or source, is converted into machine instructions using a special program called a compiler. This program translates the FORTRAN program into machine language.",-1.04981792
969,In NUMBER@1 they were assistant creative directors for PERSON@1 's Taking Chances Tour and PERSON@2 's Glow in the Dark Tour .,"""In NUMBER@1 they were assistant creative directors for PERSON@1's Taking Chances Tour and PERSON@2's Glow in the Dark Tour.",-0.772238314
970,"One reason for Mercedes parting ways with McLaren was '' because of McLaren 's ambitious plans to build road cars '' , as McLaren plan to put the McLaren MP4-12C in production by 2011 .","""One reason for McLaren parting ways with Mercedes was '' because of McLaren's ambitious plans to build road cars ''. McLaren plan to put the McLaren MP4-12C in production by 2011.",-1.029853702
971,2006 & ndash ; The Mars Reconnaissance Orbiter arrives at Mars .,'2006 - The Mars Reconnaissance Orbiter arrives on Mars.,-1.808065534
972,"The resulting lung inflammation is not an infection but can contribute to one , since the material aspirated may contain anaerobic bacteria or other unusual causes of pneumonia .","'The resulting lung inflammation is not an infection but can contribute to one, since the material aspirated may contain anaerobic bacteria or other unusual causes of pneumonia.",-0.783821702
973,"It was used to signify those who appreciated Austen in the '' wrong '' way and the term , according to Lynch , is '' now used almost exclusively about and against other people '' -LRB- emphasis in original -RRB- .","""It was used to signify those who appreciated Austen in the '' wrong '' way and the term, according to Lynch, is '' now used almost exclusively about and against other people '' -LRB- emphasis in original -RRB-.",-0.757633805
974,PERSON@1 is a Cameroonian football club based in LOCATION@1 .,'PERSON@1 is a Cameroonian football club.,-1.408186078
975,"Description LOCATION@1 is a large , sparsely populated area , spanning over NUMBER@1 million km2 -LRB- comparable in size to LOCATION@2 or LOCATION@3 -RRB- , which takes up about one sixth of the country 's territory .","""Description LOCATION@1 is a large, sparsely populated area, spanning over NUMBER@1 million km -LRB- comparable in size to LOCATION@2 or LOCATION@3 -RRB-, which takes up about one sixth of the country's territory.",-0.965238512
976,"No Country for Old Men , released in November 2007 , follows closely the 2005 novel by Cormac McCarthy .","'No Country for Old Men, released in November 2007, follows closely the 2005 novel by Cormac McCarthy.",-0.954455435
977,Saint-Aubin-de-Locquenay is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France .,'Saint-Aubin-de-Locquenay is a commune.,-1.330170393
978,Maerz and Paul A Dictionary of Color New York : 1930 McGraw-Hill Page 197,'Maerz and Paul A Dictionary of Color New York : McGraw-Hill Page 197,-1.595933676
979,"Gunnedah 's primary exports are cotton , coal , beef , lamb and pork , and cereal and oilseed grains .","'The main exports of Gunnedah are cotton, coal, beef and pork, and cereal and oilseed grains.",-1.445440769
980,Flobecq -LRB- -RRB- is a LOCATION@1 municipality located in the Belgian province of LOCATION@2 .,'Flobecq is a municipality located in the Belgian province of LOCATION@2.,-0.846441805
981,"Dedre Gentner 's publications page , most of them on analogy and available for download .","""Dedre Gentner's publications page, most of them on analogy and available for download.",-1.489771247
982,"They had met once , before the Antarctic voyage embarked .",'They had met once before the voyage began.,-2.392398119
983,This led Captain PERSON@1 to undertake another voyage into the LOCATION@1 .,'This led Captain PERSON@1 to go on another voyage into the LOCATION@1.,-1.508404732
984,A large number of mammals -LRB- including some humans -RRB- and predatory birds have a brown coloration .,'A large number of mammals -LRB- including some humans -RRB- and predatory birds have a brown coloration.,-0.69549638
985,The giant follows the woman to the village and rips the roof of the tavern .,'The giant follows the woman to the village and rips the roof of the pub.,-1.501635075
986,"For the Italy national football team he participated at the 1978 FIFA World Cup , Euro 1980 and was 1982 World Champion .1982 FIFA World Cup : Italy Squad FIFA .",'He has played for Italy national team.,-3.296282053
987,"The ORGANIZATION@1 is a fundamental Independent Baptist church in LOCATION@1 , LOCATION@2 .","'The ORGANIZATION@1 is a church in LOCATION@1, LOCATION@2.",-1.344177365
988,"The two also planned attacks on the King Fahd Mosque in Culver City , California .","'The two also planned attacks on the King Fahd Mosque in Culver City, California.",-0.830825448
989,"He was involved in an uplift project for the lower caste in Bombay , however this was unsuccessful and he along with a number of people , was dismissed from this project .","'He was involved in an uplift project for the lower caste in Bombay, however this failed and he was dismissed from this project.",-1.070770979
