source_sentence,pred,gold,bert_score_precision_pred_with_brevity_penalty,sentence_id,bert_precision_gold_with_brevity_penalty
"Recording began on 23 July 1969 , when The Beatles recorded a one-minute , 20-second master take that was extended via overdubs to two minutes and five seconds .","Recording began on 23 July 1969, when The Beatles recorded a one-minute, 20 second master take that was extended via overdubs to two minutes and five seconds.","Recording began on July 23 , 1969 , when the Beatles recorded a one-minute , 20-second master recording that was extended via overdubs to two minutes and five seconds .",0.9460464375359671,2051,0.9710660173285821
PERSON@1 's CV at the ORGANIZATION@1 's website,PERSON@1's CV at the ORGANIZATION@1's website,PERSON@2 at the ORGANIZATION@2 e-Museum,0.9081154491039033,2052,0.8271970266991474
There are still several Minerva models all over the world in drivable condition .,There are still several Minerva models all over the world in drivable condition.,Nowadays are still several Minerva 's all over the world in a driveable condition .,0.9669036041071385,2053,0.9396948049097885
"Let us assume the bias is V and the barrier width is W . This probability , P , that an electron at z = 0 -LRB- left edge of barrier -RRB- can be found at z = W -LRB- right edge of barrier -RRB- is proportional to the wave function squared , : .","Let us assume the bias is V and the barrier width is W. This probability, P, that an electron at z = 0 -LRB- left edge of barrier -RRB- can be found at z = W -LRB- right edge of barrier -RRB- is proportional to the wave function squared, :.","Let us assume the bias is V and the barrier width is W , as illustrated in Figure 1 . This probability , P , that an electron at z = 0 -LRB- left edge of barrier -RRB- can be found at z = W -LRB- right edge of barrier -RRB- is proportional to the wave function squared , : .",0.9484219843027543,2054,0.9725888116019112
"Andy Richter named announcer for NBC 's ` The Tonight Show with Conan O'Brien ' Early life and career Richter , the second of four children , was born in Grand Rapids , Michigan .","Andy Richter named announcer for NBC's  The Tonight Show with Conan O'Brien'Early life and career Richter was born in Grand Rapids, Michigan.","Richter was born in Grand Rapids , Michigan , as the second of four children and was raised in Yorkville , Illinois .",0.7258087323364599,2055,0.6477395425961671
"A baseball glove or mitt is a large leather glove that baseball players on the defending team are allowed to wear to assist them in catching and fielding balls hit by a batter , or thrown by a teammate .","A baseball glove or mitt is a large leather glove that baseball players on the defending team are allowed to wear to assist them in catching and fielding balls hit by a batter, or thrown by a teammate.","A baseball glove , or mitt , is a leather glove that baseball players use to catch a baseball that are hit by a batter or thrown by a fielder .",0.9718209898530557,2056,0.9154833273347376
a cube with this surface area has sides of length NUMBER@1 m,A cube with this surface area has sides of length NUMBER@1 m.,NUMBER@2 square miles,0.993425726890564,2057,0.7913318276405334
PERSON@1 I Comnenus orders all the Venetians in the Byzantine Empire to be arrested and their property confiscated .,PERSON@1 I orders all the Venetians in the Byzantine Empire to be arrested and their property confiscated.,"February NUMBER@1 -- PERSON@2 , PERSON@3 -LRB- b. NUMBER@2 -RRB-",0.8510900674195125,2058,0.7336351511807278
October 19 & ndash ; Henry III becomes King of England .,October 19 - Henry III becomes King of England.,Henry III becomes King of England .,0.7421923577785492,2059,0.7235727810433933
He is Bruce Wayne 's closest confidant .,He is Bruce Wayne's closest confidant.,He is Bruce Wayne 's closest confidante .,0.9010485351085662,2060,0.9481973052024841
Key generation RSA involves a public key and a private key .,Key generation RSA involves a public key and a private key.,Operation RSA involves a public key and private key .,0.9568471511205037,2061,0.9384061813354492
"In 1958 , he gained the title Doctor juris and worked as an assistant at the University of Munich until 1964 , where he also passed his second juristic state exam .","In 1958 he got the title Doctor juris and worked as an assistant at the University of Munich until 1964, where he also passed his second juristic state exam.","In 1958 , he gained the title Dr. jur . -LRB- doctor of laws -RRB- and worked in the University of Munich until 1964 , where he passed his second law exam .",0.9223951642833105,2062,0.8915369932244464
Basadingen-Schlattingen is a municipality in the district of Diessenhofen in the canton of Thurgau in Switzerland .,Basadingen-Schlattingen is a municipality of the district Diessenhofen in the canton of Thurgau in Switzerland.,Basadingen-Schlattingen is a municipality of the district of Diessenhofen in the canton of Thurgau in Switzerland .,0.9444580917773039,2063,0.9637158782585807
"It is the largest mountain in the region and has been nicknamed the '' Giant of Provence '' , or '' The Bald Mountain '' .","It is the largest mountain in the region and has been called the '' Giant of Provence '', or '' The Bald Mountain ''.","After PERSON@1 -LRB- where the '' lunar landscape '' of the summit starts -RRB- , the climb is the same as the LOCATION@1 ascent .",0.9320049701166935,2064,0.7903438899360719
"The charge on electrons and protons is opposite in sign , hence an amount of charge may be expressed as being either negative or positive .","The charge on electrons and protons is opposite in sign, so an amount of charge may be expressed as either negative or positive.","The positive charges are called protons , and the negative charges are called electrons .",0.8893326134990446,2065,0.7826654447926035
PERSON@1 was also the only President who spoke English as a second language .,PERSON@1 was also the only President who spoke English as a second language.,"PERSON@1 was the third born of five children NUMBER@1 His father , PERSON@2 , was a farmer and a tavern owner . His mother was PERSON@3 , the granddaughter of a Dutch immigrant NUMBER@2 PERSON@4 went to school at the ORGANIZATION@1 in the village where he lived .",0.9590300553804868,2066,0.8143788312936758
å -RRB- is a famous and traditional brand of baozi -LRB- steamed buns with filling -RRB- that is famous throughout China ., -RRB- is a famous and traditional brand of baozi -LRB- steamed buns with filling -RRB- that is famous throughout China.,Goubuli is a traditional brand of Baozi -LRB- steamed buns with filling -RRB- that is famous throughout China .,0.9332914821437147,2067,0.9367483952006356
The pictured connector is a drive-side connector .,The pictured connector is a drive-side connector.,The pictured connector is a drive side connector .,0.9486226463317871,2068,0.9695638966560364
Radar observations indicate a fairly pure iron-nickel composition .,Radar observations indicate a fairly pure iron-nickel composition.,Radar observations indicate that it is made of iron-nickel .,0.9616806240224126,2069,0.933641499547816
"Some articles may also have links to dictionary definitions , audio-book readings , quotations , the same article in other languages , and further information available on our .","Some articles may also have links to dictionary definitions, audio-book readings, quotes, the same article in other languages, and further information available on our website.",Read for more information .,0.9403373157910708,2070,0.7658299322182176
"Ten delegates , among them PERSON@1 -LRB- ORGANIZATION@1 -RRB- , PERSON@2 -LRB- ORGANIZATION@2 -RRB- and PERSON@3 -LRB- LOCATION@1 -RRB- , accepted the assignment and visited the camps .","Ten delegates, among them PERSON@1 -LRB- ORGANIZATION@1 -RRB-, PERSON@2 -LRB- ORGANIZATION@2 -RRB- and PERSON@3 -LRB- LOCATION@1 -RRB-, accepted the assignment and visited the camps.","Ten delegates , among them PERSON@1 -LRB- LOCATION@2 -RRB- , PERSON@2 -LRB- LOCATION@3 -RRB- and PERSON@3 -LRB- LOCATION@4 -RRB- , visited the camps .",0.936086464953679,2071,0.9197581737272201
"As the name suggests , Craniata are animals with a -LRB- hard bone or cartilage -RRB- skull in Chordata .",Craniata are animals with a -LRB- hard bone or cartilage -RRB- skull in Chordata.,"Craniata includes all animals with a skull , or cranium , as the name suggests .",0.707875851222447,2072,0.6479545508112227
"The term ircd originally referred to only one single piece of software , IRCD FAQ on irc.org but it eventually became a generic reference to any implementation of an IRC daemon .","The word ircd originally meant only one piece of software, IRCD FAQ on irc.org but it eventually became a generic reference to any implementation of an IRC daemon.",The word ircd once referred to only one single piece of software .,0.8901267875446363,2073,0.7985368116518085
"Current projects include Lucha Grande Comics featuring the exploits of the original El Gato Negro , The Acolyte , Demon Hunter , and a revival series of Judge Margarito C. Garza 's Relampago !","Current projects include Lucha Grande Comics featuring the exploits of the original El Gato Negro, The Acolyte and Demon Hunter.","He later came back to publish new El Gato Negro stories in 2004 . Other books he plans on publishing are Lucha Grande Comics , The Acolyte , Demon Hunter , and a revival of Judge Margarito C. Garza 's Relampago !",0.59542711575826,2074,0.6360427538553873
"The botanical definition of a berry is a simple fruit produced from a single ovary , such as a grape or a tomato .","The botanical definition of a berry is a simple fruit produced from a single ovary, such as a grape or a tomato.","When botanists talk about berries , they mean a simple fruit produced from a single ovary . By that definition , grapes or tomatoes are true berries .",0.9545567830403645,2075,0.9165647908260948
"Air masses are large bodies of air with similar properties of temperature and humidity that form over source regions , and the warm air masses behind warm fronts are not only warmer but higher in humidity than the colder air preceding them . Because of a warm air massâ s higher temperature and thus lesser density , mixing between the two air masses is unlikely .","Air masses are large bodies of air with similar properties of temperature and humidity that form over source regions, and the warm air masses behind warm fronts are not only warmer but higher in humidity than the colder air preceding them.",It separates warm air from the colder air above .,0.6065868524077175,2076,0.5302263002146731
Le Pout is a commune in the LOCATION@1 department in LOCATION@2 in southwestern LOCATION@3 .,Le Pout is a commune. It is found in the region LOCATION@2 in the LOCATION@1 department in the southwest of LOCATION@3.,It is found in the region LOCATION@2 in the LOCATION@1 department in the southwest of LOCATION@3 .,0.9342859983444214,2077,0.868959903717041
"He represented Kansas in the United States Senate from 1969 to 1996 , served as Gerald Ford 's Vice Presidential running mate in the 1976 presidential election , and was Senate Majority Leader from 1985 until 1996 .","He represented Kansas in the United States Senate from 1969 to 1996, served as Gerald Ford's Vice Presidential running mate in the 1976 presidential election, and was Senate Majority Leader from 1985 until 1996.","Robert Joseph Dole -LRB- born July 22 , 1923 -RRB- is a former United States Senator from Kansas .",0.9514379936595295,2078,0.7911995532900787
