source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
"simplify: On 1 March , 2001 , a satellite of Camilla was found by A. Storrs , F. Vilas , R. Landis , E. Wells , C. Woods , B. Zellner , and M. Gaffey using the Hubble Space Telescope IAUC 7599 .","['On 1 March 2001, a satellite of Camilla was found by A. Storrs, F. Vilas, R. Landis, E. Wells, C. Woods, B. Zellner, and M. Gaffey using the Hubble Space Telescope IAUC 7599.']","On 1 March , 2001 , a moon of Camilla was found by A. Storrs , F. Vilas , R. Landis , E. Wells , C. Woods , B. Zellner , and M. Gaffey using the Hubble Space Telescope IAUC 7599 .",896,0.877825698
"simplify: He raises the signature to the power of -LRB- as he does when encrypting a message -RRB- , and compares the resulting hash value with the message 's actual hash value .","[""He raises the signature to the power of -LRB- as he does when encrypting a message -RRB-, and compares the resulting hash value with the message's actual hash value.""]","When PERSON@1 receives the signed message , he raises the signature to the power of e mod n -LRB- just like encrypting a message -RRB- , and compares the resulting hash value with the message 's actual hash value .",897,0.919910245
"simplify: Chester Burton Atkins -LRB- June 20 , 1924 -- June 30 , 2001 -RRB- , better known as Chet Atkins , was an American guitarist and record producer who created , along with Owen Bradley , the smoother country music style known as the Nashville sound , which expanded country 's appeal to adult pop music fans as well .",['Chester Burton Atkins -LRB- 20 June 1924 -- 30 June 2001 -RRB- was an American country music guitarist.'],"Chet Atkins produced records for Perry Como , Elvis Presley , the Everly Brothers , Eddy Arnold , Jim Reeves , Jerry Reed and Waylon Jennings along with many others .",898,0.277256228
simplify: PERSON@1 -- Drums on '' Fame '',['PERSON@1 -- Drums on Fame'],PERSON@2,899,0.669767692
"simplify: PERSON@1 -LRB- ; born June NUMBER@1 , NUMBER@2 -RRB- is an American film critic and screenwriter .","['PERSON@1 -LRB- born June NUMBER@1, NUMBER@2 in LOCATION@1, LOCATION@2 -RRB- is an American film critic and screenwriter.']","PERSON@1 -LRB- born June NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a famous movie critic in the LOCATION@3 .",900,0.959323466
"simplify: Publisher of the weekly newspaper , PERSON@1 .","['Publisher of the weekly newspaper, PERSON@1.']","Incited hatred and murder against the Jews through his weekly newspaper , PERSON@1 .",901,0.741629004
"simplify: ORGANIZATION@1 , Spread across four campuses in LOCATION@1 , LOCATION@2 , and PERSON@1","['ORGANIZATION@1, Spread across four campuses in LOCATION@1, LOCATION@2, and PERSON@1']",ORGANIZATION@2,902,0.869192485
"simplify: Archaeological evidence shows that the site of the Roman Baths ' main spring was treated as a shrine by the Iron Age Britons , and was dedicated to the goddess Sulis , whom the Romans identified with PERSON@1 ; however , the name Sulis continued to be used after the Roman invasion , leading to the town 's Roman name of Aquae Sulis -LRB- literally , '' the waters of Sulis '' -RRB- .","[""Archaeological evidence shows that the Roman Baths'main spring was treated as a shrine by the Iron Age Britons, and was dedicated to the goddess Sulis.""]","The Romans built the baths as part of a spa , in the year NUMBER@1 BC , but they called it Aquae Sulis , which means '' The waters of Sulis '' -LRB- Sulis was a Roman goddess -RRB- Because of the baths and the architecture of the city -LRB- the style of the buildings -RRB- , Bath was named a World Heritage Site in NUMBER@2 .",903,0.328397968
simplify: The film 's name is based on the saying '' idle hands are the Devil 's plaything '' or '' idle hands do the Devil 's work '' .,"[""The film's name is based on the saying '' idle hands are the Devil's plaything '' or '' idle hands do the Devil's work ''.""]",The film was delayed in its release because of the Columbine massacre .,904,0.901628442
"simplify: In August 2008 , four of her relatives were killed in a safari bus crash in South Africa , and she was given indefinite leave from filming Terminator Salvation , returning later to complete filming .","['In August 2008, four of her relatives were killed in a safari bus crash in South Africa. She was given leave from filming Terminator Salvation.']","In 2008 , four of her relatives were killed in a safari bus crash in South Africa . She was given indefinite leave from filming Terminator Salvation , and returned later to complete the rest of the filming .",905,0.60853959
"simplify: But Pascal became more and more extravagant , finally losing his credibility with Caesar and Cleopatra -LRB- 1945 -RRB- which was the most expensive British movie ever made at that time and a terrible financial and critical flop , although it is highly regarded today .","['But Pascal became more extravagant, finally losing his credibility with Caesar and Cleopatra -LRB- 1945 -RRB- which was the most expensive British movie ever made at that time and a terrible financial and critical flop, although it is highly regarded today.']","But Pascal became more and more extravagant , finally losing his credibility with '' Caesar and Cleopatra '' -LRB- 1945 -RRB- which was the most expensive British movie ever made at that time and a terrible financial and critical flop , although it is more highly regarded today .",906,0.855184624
"simplify: For new proposals , see .","['For new proposals, see.']",The concept of a portal originated in the Polish and German Wikipedias .,907,0.713066707
"simplify: PERSON@1 -LRB- born August NUMBER@1 , NUMBER@2 -RRB- is a Japanese football player .","['PERSON@1 -LRB- born NUMBER@1 August, NUMBER@2 -RRB- is a Japanese football player.']",PERSON@1 -LRB- born NUMBER@1 August NUMBER@2 -RRB- is a Japanese football player .,908,0.854287071
"simplify: Stegosaurus did have very short forelimbs , in relation to its hind legs .","['Stegosaurus did have very short forelimbs, in relation to its hind legs.']",Posture Stegosaurus did have very short forelimbs in relation to its hind legs .,909,0.871333602
simplify: -LRB- The movie The Dish was based somewhat loosely on the role the telescope played during the 1969 Apollo 11 moon landing . -RRB-,['-LRB- The movie The Dish was based somewhat loosely on the role the telescope played during the moon landing of Apollo 11.'],The movie The Dish was based on the job of the telescope during the 1969 Apollo 11 moon landing .,910,0.828618392
"simplify: Rickman is known for his film performances as Hans Gruber in Die Hard , Severus Snape in the Harry Potter film series , Eamon de Valera in Michael Collins , and Metatron in Dogma .","['Rickman is best known for his film performances as Hans Gruber in Die Hard, Severus Snape in the Harry Potter film series, Eamon de Valera in Michael Collins, and Metatron in Dogma.']","Rickman is known for being in filma as Hans Gruber in Die Hard , as Severus Snape in the Harry Potter film series , as Eamon de Valera in Michael Collins , and as Metatron in Dogma .",911,0.910649576
"simplify: Pagat.com : A History of Poker by David Parlett In the 1937 edition of Foster 's Complete Hoyle , R. F. Foster wrote : '' the game of poker , as first played in the United States , five cards to each player from a twenty-card pack , is undoubtedly the Persian game of as nas . ''","[""In the 1937 edition of Foster's Complete Hoyle, R. F. Foster wrote : '' The game of poker, as first played in the United States, five cards to each player from a twenty-card pack, is undoubtedly the Persian game of as nas. ''""]",Five card stud,912,0.731775518
"simplify: The true hornets make up the genus Vespa and are distinguished from other vespines by the width of the vertex -LRB- part of the head behind the eyes -RRB- , which is proportionally larger in LOCATION@1 and by the anteriorly rounded gasters -LRB- the section of the abdomen behind the wasp waist -RRB- .","['The true hornets make up the genus Vespa and are distinguished from other vespines by the width of the vertex -LRB- part of the head behind the eyes -RRB-, which is proportionally larger in LOCATION@1 and by the anteriorly rounded gasters -LRB- section of the abdomen behind the wasp waist -RRB-.']",The true hornets make up the genus Vespa . True hornets can be distinguished from other vespines by the form of their head .,913,0.90882973
"simplify: PERSON@1 -LRB- ä æ æ å , born NUMBER@1 June NUMBER@2 in Å ita , LOCATION@1 -RRB- is a Japanese football midfielder .",['PERSON@1 -LRB- born NUMBER@1 June NUMBER@2 -RRB- is a Japanese football player.'],PERSON@1 -LRB- born NUMBER@1 June NUMBER@2 -RRB- is a Japanese football player .,914,0.53431979
"simplify: Overview It was performed in 16 teams , and River Plate won the championship .","['Overview It was played in 16 teams, and River Plate won the championship.']","Overview It was contested by 16 teams , and River Plate won the championship .",915,0.817199685
"simplify: Waverly is an incorporated town in Sussex County , Virginia , United States .",['Waverly is a town of Virginia in the United States.'],"Waverly , Virginia is a town of Virginia in the United States .",916,0.55412548
simplify: The island was used in NUMBER@1 to shoot a major challenge episode from the TV program The Biggest Loser Australia : Couples on the episode NUMBER@2 .,['The island was used in NUMBER@1 to shoot a big challenge episode from the TV program The Biggest Loser Australia : Couples on the episode NUMBER@2.'],The island was used in NUMBER@1 to shoot an episode from the TV program The Biggest Loser Australia : Couples on the episode NUMBER@2 .,917,0.929121698
simplify: The Tibetan red deer -LRB- Cervus canadensis wallichi -RRB- also known as shou is a subspecies of Wapiti that is native to the southern Tibetan highlands and LOCATION@1 .,['The Tibetan red deer -LRB- Cervus canadensis wallichi -RRB- is a subspecies of Wapiti that is native to the southern Tibetan highlands and LOCATION@1.'],"The Tibetan red deer -LRB- Cervus affinis affinis or Cervus affinis wallichi -RRB- , also known as shou , is a subspecies of Central Asian Red Deer that is native to the Tibetan highlands of LOCATION@2 .",918,0.845567403
simplify: Baigneaux is a commune in the Gironde department in southwestern France .,['Baigneaux is a commune. It is found in the region Rhône-Alpes in the Gironde department in the southwest of France.'],It is found in the region Aquitaine in the Gironde department in the southwest of France .,919,0.841560185
"simplify: On the night of September 7 , 1996 , Shakur was shot four times in a drive-by shooting in Las Vegas .","['On the night of September 7, 1996, Shakur was shot four times in a drive-by shooting in Vegas.']","He died on 13 September 1996 after being shot in a '' drive-by shooting '' in Las Vegas , Nevada , seven days before .",920,0.846587112
